Sample in Buffer,Sample in Window,TRIGGER,i_core_v_mcu/i_soc_domain/fc_subsystem_i/lFC_CORE/instr_rdata_i[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
50818,50818,0,00000000
50819,50819,0,00000000
50820,50820,0,00000000
50821,50821,0,f6a4c783
50822,50822,0,f0efe399
50823,50823,0,4783e46f
50824,50824,0,e399f689
50825,50825,0,00000000
50826,50826,0,d4227179
50827,50827,0,1c07e437
50828,50828,0,f8044783
50829,50829,0,00000000
50830,50830,0,d226d606
50831,50831,0,ce4ed04a
50832,50832,0,000107a3
50833,50833,0,00000000
50834,50834,0,6c634719
50835,50835,0,00000000
50836,50836,0,173704f7
50837,50837,0,078a1a00
50838,50838,0,09470713
50839,50839,0,439c97ba
50840,50840,0,00000000
50841,50841,0,f8040413
50842,50842,0,00f10613
50843,50843,0,00000000
50844,50844,0,45014585
50845,50845,0,00000000
50846,50846,0,00ef8782
50847,50847,0,47854e50
50848,50848,0,00000000
50849,50849,0,00ef8782
50850,50850,0,47854e50
50851,50851,0,02f51963
50852,50852,0,27b7bfc5
50853,50853,0,87930034
50854,50854,0,953e0417
50855,50855,0,591c051e
50856,50856,0,c7998b85
50857,50857,0,00000000
50858,50858,0,03454783
50859,50859,0,00000000
50860,50860,0,00234505
50861,50861,0,00000000
50862,50862,0,00000000
50863,50863,0,00000000
50864,50864,0,00000000
50865,50865,0,80824501
50866,50866,0,ca09832a
50867,50867,0,00058383
50868,50868,0,47854e50
50869,50869,0,02f51963
50870,50870,0,00f14703
50871,50871,0,05300793
50872,50872,0,50b2f6e7
50873,50873,0,54925422
50874,50874,0,49f25902
50875,50875,0,80826145
50876,50876,0,00000000
50877,50877,0,49f000ef
50878,50878,0,00000000
50879,50879,0,16e34785
50880,50880,0,4783e46f
50881,50881,0,e399f689
50882,50882,0,d24ff0ef
50883,50883,0,078547b2
50884,50884,0,00000000
50885,50885,0,00000000
50886,50886,0,c6061141
50887,50887,0,c226c422
50888,50888,0,00efc04a
50889,50889,0,00000000
50890,50890,0,c55177a0
50891,50891,0,00000000
50892,50892,0,e7b74405
50893,50893,0,1a1077b7
50894,50894,0,751343e8
50895,50895,0,80820ff5
50896,50896,0,1a1077b7
50897,50897,0,8082c7a8
50898,50898,0,00000000
50899,50899,0,00000000
50900,50900,0,00000000
50901,50901,0,00000000
50902,50902,0,c55177a0
50903,50903,0,e7b74405
50904,50904,0,80a31c07
50905,50905,0,40b2b581
50906,50906,0,44924422
50907,50907,0,01414902
50908,50908,0,11018082
50909,50909,0,00000000
50910,50910,0,ce06ca26
50911,50911,0,00000000
50912,50912,0,078547b2
50913,50913,0,47b2c63e
50914,50914,0,fcf478e3
50915,50915,0,00000000
50916,50916,0,00000000
50917,50917,0,f819c783
50918,50918,0,00000000
50919,50919,0,0828e789
50920,50920,0,00000000
50921,50921,0,074a2783
50922,50922,0,01578863
50923,50923,0,1c0087b7
50924,50924,0,08078793
50925,50925,0,00000000
50926,50926,0,00000000
50927,50927,0,00000000
50928,50928,0,00000000
50929,50929,0,00000000
50930,50930,0,f6a4c783
50931,50931,0,f0efe399
50932,50932,0,4783e46f
50933,50933,0,e399f689
50934,50934,0,00000000
50935,50935,0,d4227179
50936,50936,0,1c07e437
50937,50937,0,f8044783
50938,50938,0,00000000
50939,50939,0,d226d606
50940,50940,0,ce4ed04a
50941,50941,0,000107a3
50942,50942,0,00000000
50943,50943,0,6c634719
50944,50944,0,00000000
50945,50945,0,173704f7
50946,50946,0,078a1a00
50947,50947,0,09470713
50948,50948,0,439c97ba
50949,50949,0,00000000
50950,50950,0,f8040413
50951,50951,0,00f10613
50952,50952,0,00000000
50953,50953,0,45014585
50954,50954,0,00000000
50955,50955,0,00ef8782
50956,50956,0,47854e50
50957,50957,0,00000000
50958,50958,0,00ef8782
50959,50959,0,47854e50
50960,50960,0,02f51963
50961,50961,0,27b7bfc5
50962,50962,0,87930034
50963,50963,0,953e0417
50964,50964,0,591c051e
50965,50965,0,c7998b85
50966,50966,0,00000000
50967,50967,0,03454783
50968,50968,0,00000000
50969,50969,0,00234505
50970,50970,0,00000000
50971,50971,0,00000000
50972,50972,0,00000000
50973,50973,0,00000000
50974,50974,0,80824501
50975,50975,0,ca09832a
50976,50976,0,00058383
50977,50977,0,47854e50
50978,50978,0,02f51963
50979,50979,0,00f14703
50980,50980,0,05300793
50981,50981,0,50b2f6e7
50982,50982,0,54925422
50983,50983,0,49f25902
50984,50984,0,80826145
50985,50985,0,00000000
50986,50986,0,49f000ef
50987,50987,0,00000000
50988,50988,0,16e34785
50989,50989,0,4783e46f
50990,50990,0,e399f689
50991,50991,0,d24ff0ef
50992,50992,0,078547b2
50993,50993,0,00000000
50994,50994,0,00000000
50995,50995,0,c6061141
50996,50996,0,c226c422
50997,50997,0,00efc04a
50998,50998,0,00000000
50999,50999,0,c55177a0
51000,51000,0,00000000
51001,51001,0,e7b74405
51002,51002,0,1a1077b7
51003,51003,0,751343e8
51004,51004,0,80820ff5
51005,51005,0,1a1077b7
51006,51006,0,8082c7a8
51007,51007,0,00000000
51008,51008,0,00000000
51009,51009,0,00000000
51010,51010,0,00000000
51011,51011,0,c55177a0
51012,51012,0,e7b74405
51013,51013,0,80a31c07
51014,51014,0,40b2b581
51015,51015,0,44924422
51016,51016,0,01414902
51017,51017,0,11018082
51018,51018,0,00000000
51019,51019,0,ce06ca26
51020,51020,0,00000000
51021,51021,0,078547b2
51022,51022,0,47b2c63e
51023,51023,0,fcf478e3
51024,51024,0,00000000
51025,51025,0,00000000
51026,51026,0,f819c783
51027,51027,0,00000000
51028,51028,0,0828e789
51029,51029,0,00000000
51030,51030,0,074a2783
51031,51031,0,01578863
51032,51032,0,1c0087b7
51033,51033,0,08078793
51034,51034,0,00000000
51035,51035,0,00000000
51036,51036,0,00000000
51037,51037,0,00000000
51038,51038,0,00000000
51039,51039,0,f6a4c783
51040,51040,0,f0efe399
51041,51041,0,4783e46f
51042,51042,0,e399f689
51043,51043,0,00000000
51044,51044,0,d4227179
51045,51045,0,1c07e437
51046,51046,0,f8044783
51047,51047,0,00000000
51048,51048,0,d226d606
51049,51049,0,ce4ed04a
51050,51050,0,000107a3
51051,51051,0,00000000
51052,51052,0,6c634719
51053,51053,0,00000000
51054,51054,0,173704f7
51055,51055,0,078a1a00
51056,51056,0,09470713
51057,51057,0,439c97ba
51058,51058,0,00000000
51059,51059,0,f8040413
51060,51060,0,00f10613
51061,51061,0,00000000
51062,51062,0,45014585
51063,51063,0,00000000
51064,51064,0,00ef8782
51065,51065,0,47854e50
51066,51066,0,00000000
51067,51067,0,00ef8782
51068,51068,0,47854e50
51069,51069,0,02f51963
51070,51070,0,27b7bfc5
51071,51071,0,87930034
51072,51072,0,953e0417
51073,51073,0,591c051e
51074,51074,0,c7998b85
51075,51075,0,00000000
51076,51076,0,03454783
51077,51077,0,00000000
51078,51078,0,00234505
51079,51079,0,00000000
51080,51080,0,00000000
51081,51081,0,00000000
51082,51082,0,00000000
51083,51083,0,80824501
51084,51084,0,ca09832a
51085,51085,0,00058383
51086,51086,0,47854e50
51087,51087,0,02f51963
51088,51088,0,00f14703
51089,51089,0,05300793
51090,51090,0,50b2f6e7
51091,51091,0,54925422
51092,51092,0,49f25902
51093,51093,0,80826145
51094,51094,0,00000000
51095,51095,0,49f000ef
51096,51096,0,00000000
51097,51097,0,16e34785
51098,51098,0,4783e46f
51099,51099,0,e399f689
51100,51100,0,d24ff0ef
51101,51101,0,078547b2
51102,51102,0,00000000
51103,51103,0,00000000
51104,51104,0,c6061141
51105,51105,0,c226c422
51106,51106,0,00efc04a
51107,51107,0,00000000
51108,51108,0,c55177a0
51109,51109,0,00000000
51110,51110,0,e7b74405
51111,51111,0,1a1077b7
51112,51112,0,751343e8
51113,51113,0,80820ff5
51114,51114,0,1a1077b7
51115,51115,0,8082c7a8
51116,51116,0,00000000
51117,51117,0,00000000
51118,51118,0,00000000
51119,51119,0,00000000
51120,51120,0,c55177a0
51121,51121,0,e7b74405
51122,51122,0,80a31c07
51123,51123,0,40b2b581
51124,51124,0,44924422
51125,51125,0,01414902
51126,51126,0,11018082
51127,51127,0,00000000
51128,51128,0,ce06ca26
51129,51129,0,00000000
51130,51130,0,078547b2
51131,51131,0,47b2c63e
51132,51132,0,fcf478e3
51133,51133,0,00000000
51134,51134,0,00000000
51135,51135,0,f819c783
51136,51136,0,00000000
51137,51137,0,0828e789
51138,51138,0,00000000
51139,51139,0,074a2783
51140,51140,0,01578863
51141,51141,0,1c0087b7
51142,51142,0,08078793
51143,51143,0,00000000
51144,51144,0,00000000
51145,51145,0,00000000
51146,51146,0,00000000
51147,51147,0,00000000
51148,51148,0,f6a4c783
51149,51149,0,f0efe399
51150,51150,0,4783e46f
51151,51151,0,e399f689
51152,51152,0,00000000
51153,51153,0,d4227179
51154,51154,0,1c07e437
51155,51155,0,f8044783
51156,51156,0,00000000
51157,51157,0,d226d606
51158,51158,0,ce4ed04a
51159,51159,0,000107a3
51160,51160,0,00000000
51161,51161,0,6c634719
51162,51162,0,00000000
51163,51163,0,173704f7
51164,51164,0,078a1a00
51165,51165,0,09470713
51166,51166,0,439c97ba
51167,51167,0,00000000
51168,51168,0,f8040413
51169,51169,0,00f10613
51170,51170,0,00000000
51171,51171,0,45014585
51172,51172,0,00000000
51173,51173,0,00ef8782
51174,51174,0,47854e50
51175,51175,0,00000000
51176,51176,0,00ef8782
51177,51177,0,47854e50
51178,51178,0,02f51963
51179,51179,0,27b7bfc5
51180,51180,0,87930034
51181,51181,0,953e0417
51182,51182,0,591c051e
51183,51183,0,c7998b85
51184,51184,0,00000000
51185,51185,0,03454783
51186,51186,0,00000000
51187,51187,0,00234505
51188,51188,0,00000000
51189,51189,0,00000000
51190,51190,0,00000000
51191,51191,0,00000000
51192,51192,0,80824501
51193,51193,0,ca09832a
51194,51194,0,00058383
51195,51195,0,47854e50
51196,51196,0,02f51963
51197,51197,0,00f14703
51198,51198,0,05300793
51199,51199,0,50b2f6e7
51200,51200,0,54925422
51201,51201,0,49f25902
51202,51202,0,80826145
51203,51203,0,00000000
51204,51204,0,49f000ef
51205,51205,0,00000000
51206,51206,0,16e34785
51207,51207,0,4783e46f
51208,51208,0,e399f689
51209,51209,0,d24ff0ef
51210,51210,0,078547b2
51211,51211,0,00000000
51212,51212,0,00000000
51213,51213,0,c6061141
51214,51214,0,c226c422
51215,51215,0,00efc04a
51216,51216,0,00000000
51217,51217,0,c55177a0
51218,51218,0,00000000
51219,51219,0,e7b74405
51220,51220,0,1a1077b7
51221,51221,0,751343e8
51222,51222,0,80820ff5
51223,51223,0,1a1077b7
51224,51224,0,8082c7a8
51225,51225,0,00000000
51226,51226,0,00000000
51227,51227,0,00000000
51228,51228,0,00000000
51229,51229,0,c55177a0
51230,51230,0,e7b74405
51231,51231,0,80a31c07
51232,51232,0,40b2b581
51233,51233,0,44924422
51234,51234,0,01414902
51235,51235,0,11018082
51236,51236,0,00000000
51237,51237,0,ce06ca26
51238,51238,0,00000000
51239,51239,0,078547b2
51240,51240,0,47b2c63e
51241,51241,0,fcf478e3
51242,51242,0,00000000
51243,51243,0,00000000
51244,51244,0,f819c783
51245,51245,0,00000000
51246,51246,0,0828e789
51247,51247,0,00000000
51248,51248,0,074a2783
51249,51249,0,01578863
51250,51250,0,1c0087b7
51251,51251,0,08078793
51252,51252,0,00000000
51253,51253,0,00000000
51254,51254,0,00000000
51255,51255,0,00000000
51256,51256,0,00000000
51257,51257,0,f6a4c783
51258,51258,0,f0efe399
51259,51259,0,4783e46f
51260,51260,0,e399f689
51261,51261,0,00000000
51262,51262,0,d4227179
51263,51263,0,1c07e437
51264,51264,0,f8044783
51265,51265,0,00000000
51266,51266,0,d226d606
51267,51267,0,ce4ed04a
51268,51268,0,000107a3
51269,51269,0,00000000
51270,51270,0,6c634719
51271,51271,0,00000000
51272,51272,0,173704f7
51273,51273,0,078a1a00
51274,51274,0,09470713
51275,51275,0,439c97ba
51276,51276,0,00000000
51277,51277,0,f8040413
51278,51278,0,00f10613
51279,51279,0,00000000
51280,51280,0,45014585
51281,51281,0,00000000
51282,51282,0,00ef8782
51283,51283,0,47854e50
51284,51284,0,00000000
51285,51285,0,00ef8782
51286,51286,0,47854e50
51287,51287,0,02f51963
51288,51288,0,27b7bfc5
51289,51289,0,87930034
51290,51290,0,953e0417
51291,51291,0,591c051e
51292,51292,0,c7998b85
51293,51293,0,00000000
51294,51294,0,03454783
51295,51295,0,00000000
51296,51296,0,00234505
51297,51297,0,00000000
51298,51298,0,00000000
51299,51299,0,00000000
51300,51300,0,00000000
51301,51301,0,80824501
51302,51302,0,ca09832a
51303,51303,0,00058383
51304,51304,0,47854e50
51305,51305,0,02f51963
51306,51306,0,00f14703
51307,51307,0,05300793
51308,51308,0,50b2f6e7
51309,51309,0,54925422
51310,51310,0,49f25902
51311,51311,0,80826145
51312,51312,0,00000000
51313,51313,0,49f000ef
51314,51314,0,00000000
51315,51315,0,16e34785
51316,51316,0,4783e46f
51317,51317,0,e399f689
51318,51318,0,d24ff0ef
51319,51319,0,078547b2
51320,51320,0,00000000
51321,51321,0,00000000
51322,51322,0,c6061141
51323,51323,0,c226c422
51324,51324,0,00efc04a
51325,51325,0,00000000
51326,51326,0,c55177a0
51327,51327,0,00000000
51328,51328,0,e7b74405
51329,51329,0,1a1077b7
51330,51330,0,751343e8
51331,51331,0,80820ff5
51332,51332,0,1a1077b7
51333,51333,0,8082c7a8
51334,51334,0,00000000
51335,51335,0,00000000
51336,51336,0,00000000
51337,51337,0,00000000
51338,51338,0,c55177a0
51339,51339,0,e7b74405
51340,51340,0,80a31c07
51341,51341,0,40b2b581
51342,51342,0,44924422
51343,51343,0,01414902
51344,51344,0,11018082
51345,51345,0,00000000
51346,51346,0,ce06ca26
51347,51347,0,00000000
51348,51348,0,078547b2
51349,51349,0,47b2c63e
51350,51350,0,fcf478e3
51351,51351,0,00000000
51352,51352,0,00000000
51353,51353,0,f819c783
51354,51354,0,00000000
51355,51355,0,0828e789
51356,51356,0,00000000
51357,51357,0,074a2783
51358,51358,0,01578863
51359,51359,0,1c0087b7
51360,51360,0,08078793
51361,51361,0,00000000
51362,51362,0,00000000
51363,51363,0,00000000
51364,51364,0,00000000
51365,51365,0,00000000
51366,51366,0,f6a4c783
51367,51367,0,f0efe399
51368,51368,0,4783e46f
51369,51369,0,e399f689
51370,51370,0,00000000
51371,51371,0,d4227179
51372,51372,0,1c07e437
51373,51373,0,f8044783
51374,51374,0,00000000
51375,51375,0,d226d606
51376,51376,0,ce4ed04a
51377,51377,0,000107a3
51378,51378,0,00000000
51379,51379,0,6c634719
51380,51380,0,00000000
51381,51381,0,173704f7
51382,51382,0,078a1a00
51383,51383,0,09470713
51384,51384,0,439c97ba
51385,51385,0,00000000
51386,51386,0,f8040413
51387,51387,0,00f10613
51388,51388,0,00000000
51389,51389,0,45014585
51390,51390,0,00000000
51391,51391,0,00ef8782
51392,51392,0,47854e50
51393,51393,0,00000000
51394,51394,0,00ef8782
51395,51395,0,47854e50
51396,51396,0,02f51963
51397,51397,0,27b7bfc5
51398,51398,0,87930034
51399,51399,0,953e0417
51400,51400,0,591c051e
51401,51401,0,c7998b85
51402,51402,0,00000000
51403,51403,0,03454783
51404,51404,0,00000000
51405,51405,0,00234505
51406,51406,0,00000000
51407,51407,0,00000000
51408,51408,0,00000000
51409,51409,0,00000000
51410,51410,0,80824501
51411,51411,0,ca09832a
51412,51412,0,00058383
51413,51413,0,47854e50
51414,51414,0,02f51963
51415,51415,0,00f14703
51416,51416,0,05300793
51417,51417,0,50b2f6e7
51418,51418,0,54925422
51419,51419,0,49f25902
51420,51420,0,80826145
51421,51421,0,00000000
51422,51422,0,49f000ef
51423,51423,0,00000000
51424,51424,0,16e34785
51425,51425,0,4783e46f
51426,51426,0,e399f689
51427,51427,0,d24ff0ef
51428,51428,0,078547b2
51429,51429,0,00000000
51430,51430,0,00000000
51431,51431,0,c6061141
51432,51432,0,c226c422
51433,51433,0,00efc04a
51434,51434,0,00000000
51435,51435,0,c55177a0
51436,51436,0,00000000
51437,51437,0,e7b74405
51438,51438,0,1a1077b7
51439,51439,0,751343e8
51440,51440,0,80820ff5
51441,51441,0,1a1077b7
51442,51442,0,8082c7a8
51443,51443,0,00000000
51444,51444,0,00000000
51445,51445,0,00000000
51446,51446,0,00000000
51447,51447,0,c55177a0
51448,51448,0,e7b74405
51449,51449,0,80a31c07
51450,51450,0,40b2b581
51451,51451,0,44924422
51452,51452,0,01414902
51453,51453,0,11018082
51454,51454,0,00000000
51455,51455,0,ce06ca26
51456,51456,0,00000000
51457,51457,0,078547b2
51458,51458,0,47b2c63e
51459,51459,0,fcf478e3
51460,51460,0,00000000
51461,51461,0,00000000
51462,51462,0,f819c783
51463,51463,0,00000000
51464,51464,0,0828e789
51465,51465,0,00000000
51466,51466,0,074a2783
51467,51467,0,01578863
51468,51468,0,1c0087b7
51469,51469,0,08078793
51470,51470,0,00000000
51471,51471,0,00000000
51472,51472,0,00000000
51473,51473,0,00000000
51474,51474,0,00000000
51475,51475,0,f6a4c783
51476,51476,0,f0efe399
51477,51477,0,4783e46f
51478,51478,0,e399f689
51479,51479,0,00000000
51480,51480,0,d4227179
51481,51481,0,1c07e437
51482,51482,0,f8044783
51483,51483,0,00000000
51484,51484,0,d226d606
51485,51485,0,ce4ed04a
51486,51486,0,000107a3
51487,51487,0,00000000
51488,51488,0,6c634719
51489,51489,0,00000000
51490,51490,0,173704f7
51491,51491,0,078a1a00
51492,51492,0,09470713
51493,51493,0,439c97ba
51494,51494,0,00000000
51495,51495,0,f8040413
51496,51496,0,00f10613
51497,51497,0,00000000
51498,51498,0,45014585
51499,51499,0,00000000
51500,51500,0,00ef8782
51501,51501,0,47854e50
51502,51502,0,00000000
51503,51503,0,00ef8782
51504,51504,0,47854e50
51505,51505,0,02f51963
51506,51506,0,27b7bfc5
51507,51507,0,87930034
51508,51508,0,953e0417
51509,51509,0,591c051e
51510,51510,0,c7998b85
51511,51511,0,00000000
51512,51512,0,03454783
51513,51513,0,00000000
51514,51514,0,00234505
51515,51515,0,00000000
51516,51516,0,00000000
51517,51517,0,00000000
51518,51518,0,00000000
51519,51519,0,80824501
51520,51520,0,ca09832a
51521,51521,0,00058383
51522,51522,0,47854e50
51523,51523,0,02f51963
51524,51524,0,00f14703
51525,51525,0,05300793
51526,51526,0,50b2f6e7
51527,51527,0,54925422
51528,51528,0,49f25902
51529,51529,0,80826145
51530,51530,0,00000000
51531,51531,0,49f000ef
51532,51532,0,00000000
51533,51533,0,16e34785
51534,51534,0,4783e46f
51535,51535,0,e399f689
51536,51536,0,d24ff0ef
51537,51537,0,078547b2
51538,51538,0,00000000
51539,51539,0,00000000
51540,51540,0,c6061141
51541,51541,0,c226c422
51542,51542,0,00efc04a
51543,51543,0,00000000
51544,51544,0,c55177a0
51545,51545,0,00000000
51546,51546,0,e7b74405
51547,51547,0,1a1077b7
51548,51548,0,751343e8
51549,51549,0,80820ff5
51550,51550,0,1a1077b7
51551,51551,0,8082c7a8
51552,51552,0,00000000
51553,51553,0,00000000
51554,51554,0,00000000
51555,51555,0,00000000
51556,51556,0,c55177a0
51557,51557,0,e7b74405
51558,51558,0,80a31c07
51559,51559,0,40b2b581
51560,51560,0,44924422
51561,51561,0,01414902
51562,51562,0,11018082
51563,51563,0,00000000
51564,51564,0,ce06ca26
51565,51565,0,00000000
51566,51566,0,078547b2
51567,51567,0,47b2c63e
51568,51568,0,fcf478e3
51569,51569,0,00000000
51570,51570,0,00000000
51571,51571,0,f819c783
51572,51572,0,00000000
51573,51573,0,0828e789
51574,51574,0,00000000
51575,51575,0,074a2783
51576,51576,0,01578863
51577,51577,0,1c0087b7
51578,51578,0,08078793
51579,51579,0,00000000
51580,51580,0,00000000
51581,51581,0,00000000
51582,51582,0,00000000
51583,51583,0,00000000
51584,51584,0,f6a4c783
51585,51585,0,f0efe399
51586,51586,0,4783e46f
51587,51587,0,e399f689
51588,51588,0,00000000
51589,51589,0,d4227179
51590,51590,0,1c07e437
51591,51591,0,f8044783
51592,51592,0,00000000
51593,51593,0,d226d606
51594,51594,0,ce4ed04a
51595,51595,0,000107a3
51596,51596,0,00000000
51597,51597,0,6c634719
51598,51598,0,00000000
51599,51599,0,173704f7
51600,51600,0,078a1a00
51601,51601,0,09470713
51602,51602,0,439c97ba
51603,51603,0,00000000
51604,51604,0,f8040413
51605,51605,0,00f10613
51606,51606,0,00000000
51607,51607,0,45014585
51608,51608,0,00000000
51609,51609,0,00ef8782
51610,51610,0,47854e50
51611,51611,0,00000000
51612,51612,0,00ef8782
51613,51613,0,47854e50
51614,51614,0,02f51963
51615,51615,0,27b7bfc5
51616,51616,0,87930034
51617,51617,0,953e0417
51618,51618,0,591c051e
51619,51619,0,c7998b85
51620,51620,0,00000000
51621,51621,0,03454783
51622,51622,0,00000000
51623,51623,0,00234505
51624,51624,0,00000000
51625,51625,0,00000000
51626,51626,0,00000000
51627,51627,0,00000000
51628,51628,0,80824501
51629,51629,0,ca09832a
51630,51630,0,00058383
51631,51631,0,47854e50
51632,51632,0,02f51963
51633,51633,0,00f14703
51634,51634,0,05300793
51635,51635,0,50b2f6e7
51636,51636,0,54925422
51637,51637,0,49f25902
51638,51638,0,80826145
51639,51639,0,00000000
51640,51640,0,49f000ef
51641,51641,0,00000000
51642,51642,0,16e34785
51643,51643,0,4783e46f
51644,51644,0,e399f689
51645,51645,0,d24ff0ef
51646,51646,0,078547b2
51647,51647,0,00000000
51648,51648,0,00000000
51649,51649,0,c6061141
51650,51650,0,c226c422
51651,51651,0,00efc04a
51652,51652,0,00000000
51653,51653,0,c55177a0
51654,51654,0,00000000
51655,51655,0,e7b74405
51656,51656,0,1a1077b7
51657,51657,0,751343e8
51658,51658,0,80820ff5
51659,51659,0,1a1077b7
51660,51660,0,8082c7a8
51661,51661,0,00000000
51662,51662,0,00000000
51663,51663,0,00000000
51664,51664,0,00000000
51665,51665,0,c55177a0
51666,51666,0,e7b74405
51667,51667,0,80a31c07
51668,51668,0,40b2b581
51669,51669,0,44924422
51670,51670,0,01414902
51671,51671,0,11018082
51672,51672,0,00000000
51673,51673,0,ce06ca26
51674,51674,0,00000000
51675,51675,0,078547b2
51676,51676,0,47b2c63e
51677,51677,0,fcf478e3
51678,51678,0,00000000
51679,51679,0,00000000
51680,51680,0,f819c783
51681,51681,0,00000000
51682,51682,0,0828e789
51683,51683,0,00000000
51684,51684,0,074a2783
51685,51685,0,01578863
51686,51686,0,1c0087b7
51687,51687,0,08078793
51688,51688,0,00000000
51689,51689,0,00000000
51690,51690,0,00000000
51691,51691,0,00000000
51692,51692,0,00000000
51693,51693,0,f6a4c783
51694,51694,0,f0efe399
51695,51695,0,4783e46f
51696,51696,0,e399f689
51697,51697,0,00000000
51698,51698,0,d4227179
51699,51699,0,1c07e437
51700,51700,0,f8044783
51701,51701,0,00000000
51702,51702,0,d226d606
51703,51703,0,ce4ed04a
51704,51704,0,000107a3
51705,51705,0,00000000
51706,51706,0,6c634719
51707,51707,0,00000000
51708,51708,0,173704f7
51709,51709,0,078a1a00
51710,51710,0,09470713
51711,51711,0,439c97ba
51712,51712,0,00000000
51713,51713,0,f8040413
51714,51714,0,00f10613
51715,51715,0,00000000
51716,51716,0,45014585
51717,51717,0,00000000
51718,51718,0,00ef8782
51719,51719,0,47854e50
51720,51720,0,00000000
51721,51721,0,00ef8782
51722,51722,0,47854e50
51723,51723,0,02f51963
51724,51724,0,27b7bfc5
51725,51725,0,87930034
51726,51726,0,953e0417
51727,51727,0,591c051e
51728,51728,0,c7998b85
51729,51729,0,00000000
51730,51730,0,03454783
51731,51731,0,00000000
51732,51732,0,00234505
51733,51733,0,00000000
51734,51734,0,00000000
51735,51735,0,00000000
51736,51736,0,00000000
51737,51737,0,80824501
51738,51738,0,ca09832a
51739,51739,0,00058383
51740,51740,0,47854e50
51741,51741,0,02f51963
51742,51742,0,00f14703
51743,51743,0,05300793
51744,51744,0,50b2f6e7
51745,51745,0,54925422
51746,51746,0,49f25902
51747,51747,0,80826145
51748,51748,0,00000000
51749,51749,0,49f000ef
51750,51750,0,00000000
51751,51751,0,16e34785
51752,51752,0,4783e46f
51753,51753,0,e399f689
51754,51754,0,d24ff0ef
51755,51755,0,078547b2
51756,51756,0,00000000
51757,51757,0,00000000
51758,51758,0,c6061141
51759,51759,0,c226c422
51760,51760,0,00efc04a
51761,51761,0,00000000
51762,51762,0,c55177a0
51763,51763,0,00000000
51764,51764,0,e7b74405
51765,51765,0,1a1077b7
51766,51766,0,751343e8
51767,51767,0,80820ff5
51768,51768,0,1a1077b7
51769,51769,0,8082c7a8
51770,51770,0,00000000
51771,51771,0,00000000
51772,51772,0,00000000
51773,51773,0,00000000
51774,51774,0,c55177a0
51775,51775,0,e7b74405
51776,51776,0,80a31c07
51777,51777,0,40b2b581
51778,51778,0,44924422
51779,51779,0,01414902
51780,51780,0,11018082
51781,51781,0,00000000
51782,51782,0,ce06ca26
51783,51783,0,00000000
51784,51784,0,078547b2
51785,51785,0,47b2c63e
51786,51786,0,fcf478e3
51787,51787,0,00000000
51788,51788,0,00000000
51789,51789,0,f819c783
51790,51790,0,00000000
51791,51791,0,0828e789
51792,51792,0,00000000
51793,51793,0,074a2783
51794,51794,0,01578863
51795,51795,0,1c0087b7
51796,51796,0,08078793
51797,51797,0,00000000
51798,51798,0,00000000
51799,51799,0,00000000
51800,51800,0,00000000
51801,51801,0,00000000
51802,51802,0,f6a4c783
51803,51803,0,f0efe399
51804,51804,0,4783e46f
51805,51805,0,e399f689
51806,51806,0,00000000
51807,51807,0,d4227179
51808,51808,0,1c07e437
51809,51809,0,f8044783
51810,51810,0,00000000
51811,51811,0,d226d606
51812,51812,0,ce4ed04a
51813,51813,0,000107a3
51814,51814,0,00000000
51815,51815,0,6c634719
51816,51816,0,00000000
51817,51817,0,173704f7
51818,51818,0,078a1a00
51819,51819,0,09470713
51820,51820,0,439c97ba
51821,51821,0,00000000
51822,51822,0,f8040413
51823,51823,0,00f10613
51824,51824,0,00000000
51825,51825,0,45014585
51826,51826,0,00000000
51827,51827,0,00ef8782
51828,51828,0,47854e50
51829,51829,0,00000000
51830,51830,0,00ef8782
51831,51831,0,47854e50
51832,51832,0,02f51963
51833,51833,0,27b7bfc5
51834,51834,0,87930034
51835,51835,0,953e0417
51836,51836,0,591c051e
51837,51837,0,c7998b85
51838,51838,0,00000000
51839,51839,0,03454783
51840,51840,0,00000000
51841,51841,0,00234505
51842,51842,0,00000000
51843,51843,0,00000000
51844,51844,0,00000000
51845,51845,0,00000000
51846,51846,0,80824501
51847,51847,0,ca09832a
51848,51848,0,00058383
51849,51849,0,47854e50
51850,51850,0,02f51963
51851,51851,0,00f14703
51852,51852,0,05300793
51853,51853,0,50b2f6e7
51854,51854,0,54925422
51855,51855,0,49f25902
51856,51856,0,80826145
51857,51857,0,00000000
51858,51858,0,49f000ef
51859,51859,0,00000000
51860,51860,0,16e34785
51861,51861,0,4783e46f
51862,51862,0,e399f689
51863,51863,0,d24ff0ef
51864,51864,0,078547b2
51865,51865,0,00000000
51866,51866,0,00000000
51867,51867,0,c6061141
51868,51868,0,c226c422
51869,51869,0,00efc04a
51870,51870,0,00000000
51871,51871,0,c55177a0
51872,51872,0,00000000
51873,51873,0,e7b74405
51874,51874,0,1a1077b7
51875,51875,0,751343e8
51876,51876,0,80820ff5
51877,51877,0,1a1077b7
51878,51878,0,8082c7a8
51879,51879,0,00000000
51880,51880,0,00000000
51881,51881,0,00000000
51882,51882,0,00000000
51883,51883,0,c55177a0
51884,51884,0,e7b74405
51885,51885,0,80a31c07
51886,51886,0,40b2b581
51887,51887,0,44924422
